https://i.scdn.co/image/ab67616d00001e0299583bb32b47e87d55c6064b,Jung Kook,3D (feat. Jack Harlow),4,2024-01-03T12:00:00.000+09:00,2024-01-03T13:00:00.000+09:00
https://i.scdn.co/image/ab67616d00001e02e0b60c608586d88252b8fbc0,Taylor Swift,Anti-Hero,1,2024-01-03T12:00:00.000+09:00,2024-01-03T13:00:00.000+09:00
