artist_id,artist_name,track_id,track_name,track_picture_url,release_date,track_popularity,genres,rank
3JsHnjpbhX4SnySpvpa9DK,V,5h1BN75CEh8wdSwE1xrbSe,Slow Dancing,https://i.scdn.co/image/ab67616d00001e028e504c5aedaae49a73ed4963,2023-09-08,91,j-division,34
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,https://i.scdn.co/image/ab67616d00001e02fd56f3c7a294f5cfe51c7b17,1957-12-02,94,,35
1oSPZhvZMIrWW5I41kPkkY,Jimin,5oaQsszgxYAdABuXoWEOUe,Christmas Love,https://i.scdn.co/image/ab67616d00001e026102fbfee73db153a32d02ab,2020-12-24,71,k-pop,36
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,Mistletoe,https://i.scdn.co/image/ab67616d00001e02af0aff7f601df9ed6d2d531d,2011-01-01,92,canadian pop,37
6HvZYsbFfjnjFrWF950C9d,NewJeans,3r8RuvgbX9s7ammBn07D3W,Ditto,https://i.scdn.co/image/ab67616d00001e02edf5b257be1d6593e81bb45f,2022-12-19,84,k-pop,38
6HvZYsbFfjnjFrWF950C9d,NewJeans,5sdQOyqq2IDhvmx2lHOpwd,Super Shy,https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af,2023-07-07,88,k-pop,39
3JsHnjpbhX4SnySpvpa9DK,V,5ydjxBSUIDn26MFzU3asP4,Rainy Days,https://i.scdn.co/image/ab67616d00001e022f1a5b69c2bd76474bca8035,2023-08-11,81,j-division,40
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,2lsRp40mCRkhqULWdMbOzn,I Love You,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,59,trot,41
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,7x3SGAkfIrzDr9paSslwMv,Lovely Touch,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,58,trot,42
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,1E14FuM0BRaHAJSJ9YxMVu,A Psalm of Life,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,58,trot,43
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,4rMEoXVYww6Xy7q9wSj4gy,Love Always Run Away,https://i.scdn.co/image/ab67616d00001e02e56f69fd58795fbbcbc919f2,2021-10-11,59,trot,44
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,365znJ27Fb3faGsctmQYWR,Father,https://i.scdn.co/image/ab67616d00001e028f116e476da669a9a3e7dcaa,2022-05-02,58,trot,45
75MOYjGEyyH5U4ZFHOPvxR,Lim Young Woong,43u5DDtK4vQ1coWXb4S5a8,HERO,https://i.scdn.co/image/ab67616d00001e0220b05d0ab75d4c27f1e4bbd6,2020-11-04,58,trot,46
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,5ONOlTiqymhzwcFjqcIT6E,Hate You,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316,2023-11-03,84,k-pop,47
47mIJdHORyRerp4os813jD,"League of Legends, NewJeans",210JJAa9nJOgNa0YNrsT5g,GODS,https://i.scdn.co/image/ab67616d00001e02e4179b3fb74beaf0cdfa7a13,2023-10-04,84,speedrun,48
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,1QLZKzC2pjP4ySf4ALrNhm,Christmas Without You,https://i.scdn.co/image/ab67616d00001e02b4d8f3f9d4d8739e1b30c3a1,2020-10-15,85,pop,49
6HvZYsbFfjnjFrWF950C9d,NewJeans,56v8WEnGzLByGsDAXDiv4d,ETA,https://i.scdn.co/image/ab67616d00001e020744690248ef3ba7b776ea7b,2023-07-21,83,k-pop,50
