danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.617,0.737,-5.224,0.0321,0.0119,0.0,0.0571,0.522,120.033,238871
0.687,0.588,-8.861,0.0374,0.00104,0.00244,0.124,0.407,114.874,159789
0.63,0.706,-5.989,0.0289,0.0991,0.0,0.119,0.215,114.028,208421
0.808,0.878,-5.282,0.0948,0.00665,0.0152,0.208,0.624,125.011,192960
0.65,0.617,-11.864,0.137,0.162,0.328,0.133,0.238,128.006,274204
0.73,0.513,-7.953,0.0619,0.341,0.0,0.351,0.192,127.012,211627
0.458,0.67,-4.993,0.0397,0.025,3.78e-06,0.358,0.107,160.05,243028
0.526,0.667,-5.451,0.0437,0.0505,0.0,0.321,0.43,155.085,165779
0.426,0.787,-4.95,0.141,0.0273,3.52e-06,0.0975,0.549,88.145,132309
0.662,0.743,-7.056,0.106,0.134,2.84e-05,0.365,0.488,124.958,163200
0.822,0.89,-2.757,0.112,0.0382,0.00206,0.106,0.218,122.989,173659
0.474,0.792,-3.302,0.051,0.0662,1.09e-06,0.277,0.31,141.926,251831
0.662,0.489,-7.067,0.0525,0.163,0.0,0.172,0.506,102.04,195881
0.494,0.651,-4.127,0.0384,0.0819,0.0,0.104,0.162,149.979,222400
0.689,0.612,-6.014,0.0387,0.228,7.77e-06,0.368,0.461,122.076,193018
0.563,0.837,-5.025,0.0457,0.0128,0.00922,0.0401,0.631,88.02,213500
0.725,0.539,-4.246,0.206,0.35,0.38,0.119,0.215,153.986,178171
0.783,0.746,-4.32,0.0533,0.0632,0.0,0.101,0.567,123.95,134584
0.688,0.747,-5.957,0.0918,0.182,0.0,0.103,0.754,118.931,143113
0.539,0.708,-6.189,0.0976,0.0129,0.0,0.14,0.381,123.039,186141
0.75,0.584,-9.254,0.0333,0.0156,0.313,0.0863,0.091,122.973,213717
0.601,0.916,-2.155,0.0318,0.0248,0.00124,0.362,0.14,123.991,197661
0.465,0.69,-5.171,0.0394,0.0515,9.04e-06,0.112,0.284,145.013,217347
0.487,0.808,-4.832,0.143,0.00205,0.0589,0.056,0.424,120.143,244035
0.658,0.747,-6.567,0.0971,0.138,0.0,0.129,0.326,120.073,164268
0.49,0.828,-4.374,0.0379,0.0265,0.0,0.149,0.31,170.049,228706
0.684,0.506,-6.743,0.0338,0.159,0.0,0.26,0.352,108.036,180596
0.667,0.679,-6.616,0.0475,0.0064,5.28e-05,0.17,0.32,100.054,167606
0.72,0.858,-5.657,0.0314,0.000307,0.692,0.0932,0.565,124.001,184839
0.757,0.963,-6.012,0.148,0.0382,0.145,0.112,0.494,127.969,149309
0.552,0.564,-5.941,0.0415,0.0686,0.0131,0.34,0.321,164.952,182000
0.617,0.756,-5.812,0.105,0.213,0.0,0.153,0.432,121.806,168197
0.528,0.823,-5.294,0.0407,0.0202,0.0,0.217,0.686,125.992,178058
0.755,0.689,-4.463,0.0305,0.0693,0.0,0.394,0.638,140.013,198874
0.603,0.882,-4.166,0.098,0.0126,0.000117,0.119,0.446,163.073,220899
0.786,0.667,-8.272,0.054,0.0112,0.053,0.074,0.688,102.046,181176
0.626,0.81,-5.179,0.0903,0.0552,0.0,0.122,0.521,155.207,165672
0.911,0.656,-5.255,0.321,0.0115,9.34e-06,0.101,0.81,121.012,176125
0.486,0.872,-5.056,0.0425,0.0458,5.43e-05,0.216,0.399,174.985,177782
0.674,0.847,-4.52,0.0683,0.0405,0.269,0.161,0.456,122.891,128781
0.706,0.822,-4.564,0.0486,0.0898,2.78e-05,0.396,0.286,124.035,144677
0.569,0.85,-3.914,0.0369,0.0148,0.0,0.245,0.551,122.042,215201
0.344,0.663,-4.448,0.0595,0.12,0.0,0.0957,0.233,140.129,300222
0.833,0.723,-4.722,0.0359,0.356,0.00878,0.0902,0.962,129.964,219027
0.549,0.793,-4.313,0.104,0.0496,7.7e-05,0.0522,0.541,123.893,135266
0.408,0.783,-5.081,0.0589,0.101,3.45e-06,0.181,0.344,175.956,210000
0.365,0.765,-4.449,0.0416,0.0088,2.06e-06,0.0959,0.241,179.955,236318
0.629,0.809,-5.775,0.0339,0.00463,0.0347,0.205,0.177,122.975,178049
0.645,0.786,-5.337,0.0554,0.0343,3.57e-06,0.139,0.597,124.962,191329
0.799,0.791,-5.173,0.109,0.3,0.00089,0.104,0.651,119.993,177476
0.836,0.846,-4.673,0.0392,0.0907,0.047,0.057,0.942,122.042,169945
0.557,0.781,-3.841,0.0925,0.00384,0.0,0.143,0.779,155.924,197062
0.506,0.917,-4.698,0.0638,0.256,0.0,0.352,0.674,152.004,210439
0.751,0.65,-6.212,0.046,0.126,1.78e-05,0.161,0.485,119.983,170000
0.715,0.747,-5.78,0.0549,0.0656,0.000156,0.202,0.518,114.015,177898
0.389,0.912,-2.444,0.0624,0.172,0.000131,0.0911,0.395,174.101,186207
0.534,0.668,-7.713,0.0536,0.00362,0.0,0.0815,0.35,111.922,306889
0.474,0.792,-3.302,0.051,0.0662,1.09e-06,0.277,0.31,141.926,251831
0.755,0.828,-4.202,0.0488,0.00501,0.089,0.335,0.517,126.024,170833
0.459,0.732,-5.493,0.0593,0.0316,1.07e-05,0.279,0.0609,127.938,188438
0.583,0.94,-3.05,0.0551,0.0476,0.000206,0.0524,0.378,127.009,186142
0.723,0.646,-7.973,0.102,0.0206,0.352,0.0994,0.443,110.971,168649
0.837,0.71,-7.109,0.0762,0.0286,0.019,0.0649,0.694,123.021,204878
0.813,0.702,-5.313,0.103,0.0144,0.0,0.211,0.65,124.06,171327
0.537,0.884,-4.088,0.0428,0.0121,1.71e-06,0.113,0.397,97.024,240609
0.87,0.532,-7.101,0.0951,0.127,8.65e-05,0.112,0.358,121.986,198704
0.648,0.672,-7.902,0.0436,0.36,0.0,0.097,0.435,104.987,173714
0.832,0.922,-3.866,0.0712,0.0361,0.0274,0.109,0.716,127.999,140156
0.569,0.774,-4.827,0.04,0.17,0.025,0.137,0.418,149.979,208021
0.61,0.612,-9.58,0.044,0.397,0.00758,0.41,0.415,133.942,164801
0.733,0.887,-5.601,0.0692,0.0554,0.000131,0.241,0.696,124.025,157160
0.676,0.656,-7.41,0.09,0.0298,0.0,0.192,0.415,128.256,180561
0.789,0.638,-7.515,0.045,0.171,0.0337,0.274,0.427,117.026,167160
0.514,0.626,-6.236,0.0343,0.0226,0.0,0.315,0.297,128.033,268998
0.487,0.852,-4.002,0.0596,0.054,0.0,0.111,0.191,157.934,187000
0.368,0.754,-5.185,0.0502,0.00928,0.0,0.256,0.281,169.881,258679
0.377,0.895,-2.467,0.0476,0.000408,0.000647,0.607,0.449,75.108,166812
0.725,0.738,-8.383,0.132,0.157,0.513,0.348,0.294,125.097,136320
0.775,0.735,-5.585,0.0369,0.0363,0.131,0.103,0.172,125.025,198203
0.583,0.922,-3.704,0.0716,9.28e-05,0.141,0.13,0.317,140.01,198857
0.732,0.956,-2.775,0.0708,0.017,6.99e-06,0.357,0.375,145.103,170807
0.738,0.881,-4.981,0.0537,0.093,0.38,0.296,0.662,121.992,184918
0.834,0.678,-6.242,0.0515,0.0546,0.263,0.103,0.551,121.995,168601
0.741,0.76,-5.359,0.0447,0.415,4.27e-06,0.095,0.588,120.01,167999
0.807,0.836,-4.359,0.0359,0.0434,0.396,0.113,0.962,120.057,181000
0.637,0.896,-2.569,0.0363,0.091,1.19e-05,0.0996,0.713,128.017,210000
0.552,0.91,-3.226,0.0385,0.224,1.39e-05,0.134,0.369,126.007,171434
0.657,0.729,-4.223,0.076,0.0789,0.0,0.133,0.438,95.974,215781
0.72,0.664,-7.278,0.105,0.00435,0.00252,0.0601,0.268,99.958,231617
0.575,0.958,-5.743,0.0617,0.027,0.24,0.311,0.154,196.007,349591
0.372,0.881,-5.068,0.314,0.019,0.0,0.296,0.474,120.137,167966
0.609,0.639,-6.239,0.0297,0.0193,6.29e-06,0.0623,0.435,129.976,182988
0.452,0.633,-4.231,0.0343,0.331,0.0,0.111,0.339,125.044,184816
0.563,0.912,-3.883,0.0371,0.0055,1.45e-06,0.53,0.3,74.983,214400
0.745,0.839,-6.654,0.0489,0.0454,3.09e-05,0.0882,0.226,124.021,193548
0.726,0.876,-4.204,0.16,0.0331,0.00569,0.0658,0.569,75.026,205127
0.858,0.913,-5.199,0.0899,0.323,0.343,0.292,0.709,121.997,192787
0.66,0.733,-4.619,0.0359,0.248,8.96e-06,0.17,0.304,119.933,217000
0.693,0.729,-5.317,0.0477,0.0159,0.217,0.145,0.408,125.035,192000
0.868,0.754,-4.098,0.0594,0.0801,0.156,0.241,0.42,118.05,127119
0.712,0.867,-5.623,0.0581,0.0134,0.00939,0.196,0.544,126.005,156205
0.509,0.689,-8.802,0.0764,0.1,4.9e-06,0.106,0.164,149.935,148800
0.527,0.852,-4.203,0.0347,0.00758,0.0,0.104,0.432,98.038,226497
0.494,0.533,-8.183,0.0368,0.344,0.00297,0.11,0.41,108.007,279693
0.685,0.846,-3.771,0.0462,0.099,0.00168,0.344,0.255,126.046,170005
0.691,0.72,-3.978,0.174,0.296,0.0,0.111,0.416,79.959,220927
0.692,0.842,-8.199,0.392,0.0483,2.48e-06,0.382,0.227,128.037,316129
0.864,0.757,-6.545,0.0529,0.194,0.000939,0.133,0.554,122.011,168197
0.739,0.845,-5.93,0.0397,0.00155,0.0107,0.775,0.839,121.997,147541
0.625,0.76,-3.355,0.032,0.293,0.0,0.0603,0.633,122.98,209299
0.676,0.865,-2.899,0.0412,0.0347,0.000476,0.117,0.394,121.99,202647
0.931,0.502,-5.695,0.0991,0.00211,0.0209,0.111,0.172,120.02,146571
0.571,0.708,-3.833,0.0327,0.0202,0.0,0.162,0.49,114.872,200347
0.898,0.435,-8.834,0.0489,0.555,0.0,0.139,0.836,115.034,154435
0.593,0.753,-4.582,0.0365,0.331,0.0,0.169,0.415,99.974,213600
0.483,0.714,-6.985,0.039,0.281,0.000257,0.444,0.258,127.891,193125
0.619,0.838,-3.383,0.0759,0.0437,0.0,0.0834,0.717,130.13,174643
0.666,0.723,-5.104,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733
0.824,0.706,-8.572,0.0488,0.0902,0.123,0.0584,0.434,99.976,148800
0.647,0.857,-5.017,0.0508,0.0148,0.000188,0.0883,0.447,92.007,187836
0.622,0.81,-4.355,0.0457,0.00107,0.806,0.16,0.637,169.96,170821
0.74,0.754,-7.262,0.0887,0.41,0.000102,0.137,0.198,124.003,189077
0.554,0.65,-4.514,0.0298,0.0923,0.0,0.212,0.219,120.014,258655
0.457,0.728,-8.625,0.0497,0.192,0.0292,0.0944,0.439,84.976,251510
0.717,0.692,-5.971,0.0723,0.0675,0.0,0.088,0.524,102.996,141204
0.378,0.967,-2.649,0.131,0.00149,0.758,0.08,0.139,95.066,238444
0.688,0.662,-5.57,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,174100
0.562,0.602,-10.032,0.0334,0.0958,0.579,0.136,0.695,172.065,214931
0.683,0.808,-5.675,0.315,0.0256,0.0,0.103,0.632,112.313,146943
0.501,0.505,-6.428,0.0284,0.098,0.0,0.112,0.227,149.916,219200
0.605,0.651,-7.794,0.0604,0.0164,2.07e-06,0.0612,0.365,120.077,180000
0.698,0.847,-4.372,0.0366,0.0499,0.0,0.338,0.508,119.985,168625
0.694,0.856,-4.937,0.222,0.00198,0.000189,0.67,0.486,124.923,143280
0.66,0.953,-5.25,0.0782,0.000508,0.0436,0.605,0.118,127.958,172500
0.816,0.796,-4.393,0.148,0.202,1.66e-06,0.137,0.702,122.028,165246
0.476,0.617,-8.074,0.0409,0.0187,0.000119,0.085,0.109,144.895,167064
0.786,0.732,-6.664,0.0421,0.0547,2.47e-06,0.342,0.631,123.982,190680
0.756,0.87,-5.595,0.0671,0.0659,0.000173,0.397,0.776,125.976,163840
0.442,0.748,-5.632,0.0538,0.0129,0.0,0.0917,0.191,134.176,240000
0.444,0.719,-3.513,0.0666,0.122,5.3e-06,0.115,0.159,149.941,272000
0.733,0.872,-5.683,0.132,0.0239,0.00304,0.38,0.195,128.007,195707
0.621,0.866,-10.835,0.129,0.0855,0.805,0.109,0.062,118.043,192209
0.405,0.646,-4.467,0.0307,0.349,9.41e-05,0.339,0.149,141.985,267676
0.505,0.707,-6.89,0.101,0.0129,0.0,0.139,0.214,128.303,174419
0.734,0.443,-5.73,0.0406,0.386,0.0,0.123,0.658,110.988,157952
0.586,0.764,-6.488,0.0345,0.00467,0.0125,0.162,0.166,120.996,194343
0.66,0.839,-4.99,0.0497,0.0689,0.000251,0.091,0.618,119.022,183529
0.783,0.713,-5.062,0.0918,0.0048,3.77e-05,0.0684,0.439,128.028,133125
0.549,0.946,-5.031,0.0395,5.97e-05,0.0101,0.124,0.189,123.995,162383
0.467,0.756,-6.137,0.053,0.131,1.18e-05,0.204,0.0948,132.008,196364
0.868,0.69,-5.606,0.0856,0.0227,0.0526,0.059,0.457,123.997,192906
0.529,0.639,-7.52,0.17,0.266,0.00794,0.395,0.385,130.656,263196
0.295,0.713,-4.517,0.0559,0.252,1.48e-06,0.158,0.239,153.758,291429
0.682,0.922,-2.936,0.0421,0.00956,0.00215,0.0626,0.266,125.004,206160
0.641,0.773,-5.251,0.058,0.00487,0.804,0.1,0.186,128.031,184687
0.442,0.886,-4.423,0.0897,0.0162,0.0,0.202,0.261,170.029,211765
0.825,0.823,-5.2,0.0385,0.075,1.84e-05,0.139,0.637,123.011,137561
0.61,0.928,-5.264,0.0657,0.00183,0.763,0.178,0.468,123.999,192505
0.457,0.92,-4.309,0.102,0.0137,3.43e-05,0.133,0.39,145.176,179586
0.685,0.626,-8.58,0.0311,0.0491,3.62e-05,0.131,0.514,124.007,154839
0.733,0.753,-3.458,0.0777,0.02,0.0,0.1,0.537,129.978,151385
0.642,0.869,-5.271,0.0452,0.252,0.0288,0.0708,0.376,123.91,149032
0.646,0.769,-4.911,0.0409,0.0105,1.27e-05,0.633,0.275,126.123,181905
0.751,0.784,-4.964,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,164151
0.718,0.93,-4.719,0.088,0.0166,0.0,0.206,0.765,128.003,245098
0.36,0.845,-4.742,0.0344,0.0316,3.41e-05,0.063,0.231,130.066,225231
0.46,0.843,-5.164,0.0616,0.00623,0.0,0.16,0.276,125.982,217262
0.568,0.564,-8.231,0.0273,0.0105,0.000127,0.0766,0.385,115.059,309986
0.713,0.85,-4.518,0.0499,0.11,4.17e-05,0.223,0.165,125.945,137000
0.618,0.662,-7.724,0.056,0.201,0.0418,0.113,0.254,92.032,213624
0.442,0.748,-5.632,0.0538,0.0129,0.0,0.0917,0.191,134.176,240000
0.394,0.736,-3.817,0.0499,0.0243,0.0,0.0617,0.426,139.869,196878
0.631,0.576,-10.739,0.0329,0.0622,0.63,0.112,0.106,110.038,224865
0.575,0.795,-4.629,0.0676,0.197,0.0,0.0795,0.511,87.504,305058
0.519,0.794,-5.063,0.0419,0.00327,0.0056,0.0974,0.114,75.0,198103
0.568,0.982,-0.35,0.303,0.249,0.00041,0.499,0.211,75.013,172494
0.688,0.887,-4.708,0.0318,0.108,0.0166,0.133,0.466,124.969,136774
0.3,0.846,-1.049,0.0541,0.114,0.000914,0.197,0.274,173.911,295172
0.712,0.748,-4.866,0.0283,0.0143,0.0,0.203,0.845,122.22,167223
0.582,0.78,-4.519,0.0506,0.00365,0.0447,0.111,0.227,142.022,223099
0.823,0.542,-5.74,0.0432,0.0498,4.82e-05,0.15,0.463,123.975,182056
0.793,0.532,-6.798,0.0448,0.0182,0.0519,0.101,0.122,117.968,195976
0.681,0.842,-4.907,0.0463,0.0506,2.59e-06,0.085,0.516,123.961,151821
0.554,0.637,-3.716,0.0319,0.512,0.0,0.12,0.183,142.057,206197
0.536,0.786,-4.205,0.0376,0.0583,0.0,0.104,0.344,149.999,251200
0.783,0.515,-9.194,0.178,0.0196,9.97e-06,0.128,0.502,122.041,153652
0.673,0.776,-5.536,0.0442,0.095,0.0,0.197,0.532,124.014,161194
0.731,0.904,-4.774,0.0349,0.00861,0.000164,0.0916,0.328,121.03,130413
0.493,0.589,-6.015,0.0334,0.263,0.0,0.196,0.136,132.075,252727
0.604,0.792,-4.5,0.0866,0.113,1.88e-05,0.149,0.289,119.953,154032
0.676,0.866,-6.717,0.0397,0.0579,0.0574,0.274,0.292,123.956,135968
0.649,0.747,-10.461,0.0513,0.235,0.525,0.11,0.15,122.012,204590
0.797,0.873,-3.937,0.0498,0.0208,9.83e-05,0.0689,0.143,125.966,196135
0.717,0.654,-4.896,0.0319,0.0569,0.0,0.0625,0.665,115.056,179232
0.63,0.785,-5.175,0.042,0.038,0.0,0.222,0.45,92.005,193838
0.671,0.855,-4.254,0.0375,0.00437,0.0,0.131,0.329,117.98,187029
0.762,0.693,-4.669,0.0331,0.0321,0.0,0.131,0.609,139.984,201919
0.42,0.791,-7.245,0.0552,0.391,0.0357,0.0884,0.093,106.065,206875
0.642,0.72,-4.868,0.214,0.0755,0.0,0.0713,0.345,118.042,165754
0.723,0.647,-7.975,0.103,0.02,0.331,0.1,0.456,110.963,168649
0.858,0.607,-7.32,0.215,0.0363,0.000253,0.244,0.334,95.03,185693
0.517,0.865,-4.246,0.11,0.00637,0.000493,0.112,0.107,173.91,198621
0.662,0.921,-4.531,0.0383,0.0191,0.906,0.372,0.673,128.063,165965
0.75,0.817,-4.422,0.0541,0.0278,2e-06,0.112,0.432,120.004,203452
0.678,0.797,-6.125,0.0491,0.0171,4.67e-05,0.156,0.54,123.976,181935
0.722,0.957,-4.898,0.0373,0.0229,0.776,0.238,0.174,128.033,219507
0.441,0.823,-3.55,0.0836,0.118,0.000116,0.143,0.347,156.77,220146
0.596,0.85,-3.696,0.0366,0.00498,0.0,0.184,0.319,137.95,230500
0.421,0.793,-6.45,0.311,0.0138,0.0,0.092,0.614,169.794,180706
0.674,0.805,-5.304,0.0387,0.00787,0.000179,0.251,0.104,123.999,150750
0.416,0.703,-6.745,0.0609,0.495,0.0,0.108,0.387,150.202,208800
0.487,0.852,-4.002,0.0596,0.054,0.0,0.111,0.191,157.934,187000
0.583,0.805,-3.69,0.11,0.0679,2.2e-05,0.161,0.464,109.924,191887
0.5,0.701,-6.261,0.0499,0.0302,8.97e-06,0.307,0.159,123.985,199358
0.62,0.851,-2.727,0.0332,0.136,0.000144,0.0999,0.816,122.011,208571
0.598,0.815,-4.481,0.0858,0.0606,0.0,0.176,0.383,121.986,188852
0.476,0.507,-8.058,0.0459,0.405,1.13e-05,0.113,0.17,150.204,230400
0.518,0.879,-3.087,0.119,0.0603,0.0,0.261,0.29,159.833,231000
0.633,0.882,-5.415,0.0713,0.00401,0.0,0.144,0.372,123.992,162591
0.681,0.794,-4.901,0.0343,0.576,0.000175,0.125,0.376,120.992,156203
0.713,0.772,-5.032,0.0313,0.157,0.0,0.153,0.523,125.001,171840
0.617,0.795,-4.567,0.0955,0.0411,0.0,0.0898,0.415,126.06,238095
0.702,0.843,-6.292,0.0515,0.104,0.014,0.0572,0.227,124.995,141000
0.597,0.626,-6.924,0.0508,0.0662,0.0,0.0656,0.237,120.15,185000
0.374,0.659,-5.427,0.0438,0.246,0.00104,0.0991,0.151,173.892,328276
0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.524,85.979,192560
0.75,0.817,-4.422,0.0541,0.0278,2e-06,0.112,0.432,120.004,203452
0.415,0.576,-7.436,0.0441,0.214,0.0274,0.13,0.176,154.031,299414
0.508,0.915,-3.396,0.0689,0.005,0.336,0.0892,0.171,114.644,179903
0.588,0.719,-6.897,0.035,0.639,0.0037,0.113,0.149,128.981,203721
0.645,0.79,-7.65,0.0348,0.00676,0.00278,0.0965,0.774,143.999,135000
0.416,0.615,-7.898,0.0452,0.123,0.00171,0.273,0.181,130.228,311625
0.793,0.656,-5.075,0.0319,0.0087,0.00241,0.17,0.785,106.99,207757
0.715,0.817,-4.452,0.0507,0.118,3.31e-05,0.508,0.472,104.983,204286
0.747,0.578,-4.796,0.0345,0.0199,0.0802,0.0959,0.0767,123.039,173951
0.563,0.83,-5.984,0.0339,0.014,8.16e-05,0.121,0.146,128.04,170625
0.746,0.938,-2.822,0.0658,0.00794,1.6e-05,0.354,0.238,145.012,170807
0.372,0.881,-5.068,0.314,0.019,0.0,0.353,0.474,120.137,166972
0.819,0.814,-3.44,0.0382,0.00033,0.328,0.0644,0.464,125.965,152415
0.695,0.697,-5.605,0.0358,0.0591,0.0,0.0645,0.523,106.067,233386
0.762,0.605,-8.123,0.103,0.0899,2.03e-06,0.158,0.377,114.998,186261
0.767,0.878,-4.581,0.0648,0.0249,0.0294,0.147,0.401,125.018,196797
0.732,0.961,-3.563,0.152,0.0551,0.72,0.0716,0.6,145.018,195310
0.863,0.813,-3.465,0.125,0.00626,0.000263,0.101,0.566,127.993,188166
0.422,0.714,-8.644,0.118,0.281,0.115,0.209,0.174,124.167,199000
0.788,0.765,-4.866,0.0492,0.106,0.00728,0.199,0.91,125.949,161257
0.657,0.797,-5.234,0.0298,0.0394,0.0,0.117,0.327,146.027,202487
0.571,0.757,-5.892,0.0334,0.00114,0.729,0.15,0.176,138.982,159640
0.489,0.752,-5.422,0.0372,0.665,0.000669,0.55,0.179,192.133,144250
0.67,0.952,-4.067,0.0586,0.0054,0.744,0.12,0.15,127.943,165938
0.537,0.831,-5.777,0.0829,0.113,0.0665,0.0751,0.172,122.84,173710
0.609,0.817,-4.657,0.069,0.0127,0.0,0.336,0.149,115.989,215690
0.673,0.864,-6.017,0.0322,0.00186,0.907,0.0774,0.0382,112.037,125861
0.686,0.699,-6.084,0.0481,0.294,0.557,0.076,0.0937,122.951,257734
0.51,0.898,-1.218,0.0772,0.0294,3.14e-05,0.255,0.483,179.969,168833
0.747,0.831,-7.296,0.0412,0.0483,0.000211,0.163,0.334,126.012,125714
0.742,0.787,-4.712,0.0479,0.0273,3.25e-05,0.107,0.688,124.016,175306
0.485,0.705,-5.576,0.0351,0.335,6.48e-05,0.0987,0.14,130.159,211330
0.741,0.722,-5.471,0.0824,0.0172,0.0,0.0678,0.774,120.086,171294
0.596,0.929,-7.04,0.0362,2.84e-06,0.242,0.453,0.543,128.009,60035
0.736,0.544,-7.218,0.0503,0.0896,0.0,0.148,0.406,120.108,195629
0.769,0.885,-4.547,0.0541,0.00371,0.469,0.0795,0.824,126.013,201908
0.6,0.878,-6.012,0.0382,0.0148,0.00293,0.0642,0.238,124.974,232620
0.607,0.613,-6.671,0.0592,0.196,2.39e-06,0.324,0.394,97.824,195863
0.74,0.709,-5.573,0.0674,0.0536,0.0,0.11,0.69,121.998,168728
0.76,0.692,-7.627,0.0579,0.0847,0.0186,0.381,0.484,124.043,189677
0.57,0.672,-5.888,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,208222
0.751,0.792,-4.633,0.108,0.0468,0.0,0.0957,0.592,114.03,141053
0.568,0.682,-5.543,0.0622,0.0149,0.0,0.0798,0.238,125.045,214942
0.741,0.739,-6.5,0.0428,0.0499,0.0,0.391,0.696,125.956,170667
0.691,0.738,-5.883,0.0428,0.0386,0.00112,0.0948,0.493,121.972,149279
0.783,0.824,-4.558,0.0598,0.0108,0.000795,0.0748,0.413,139.998,160877
0.547,0.881,-3.152,0.0512,0.0159,0.0,0.171,0.215,99.979,188400
0.455,0.671,-5.524,0.097,0.278,6.35e-06,0.143,0.342,176.074,215988
0.6,0.845,-3.695,0.042,0.0238,0.0,0.434,0.378,125.027,144136
0.638,0.93,-3.984,0.0982,0.0265,4.74e-06,0.0688,0.364,124.008,172721
0.726,0.801,-3.79,0.0278,0.109,0.0319,0.654,0.705,124.037,164516
0.512,0.948,-1.849,0.23,0.00433,0.00173,0.141,0.134,149.986,264500
0.374,0.659,-5.427,0.0438,0.246,0.00104,0.0991,0.151,173.892,328276
0.653,0.73,-7.871,0.0395,0.1,2.82e-05,0.123,0.22,142.068,236694
0.483,0.632,-5.624,0.0351,0.0419,0.000622,0.422,0.363,146.936,228125
0.623,0.673,-8.252,0.0613,0.0537,0.65,0.155,0.384,124.01,170323
0.724,0.744,-4.757,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,154983
0.447,0.908,-7.588,0.0456,7.11e-06,0.901,0.15,0.385,123.995,61947
0.567,0.963,-4.464,0.0403,0.0101,0.35,0.387,0.087,129.999,160615
0.622,0.983,-4.958,0.179,0.00242,0.582,0.087,0.239,132.933,196025
0.73,0.69,-6.396,0.033,0.0983,0.0624,0.182,0.748,123.01,263415
0.727,0.763,-5.973,0.0329,0.00249,0.116,0.146,0.12,124.004,178064
0.733,0.688,-6.191,0.0898,0.0997,2.53e-06,0.164,0.486,122.095,153443
0.736,0.557,-7.917,0.0641,0.078,0.0,0.128,0.576,95.007,165262
0.676,0.731,-5.325,0.0948,0.0162,0.0,0.126,0.753,123.993,165859
0.598,0.688,-4.147,0.0615,0.276,0.0,0.559,0.651,128.007,232880
0.691,0.882,-5.111,0.0537,0.0616,0.837,0.0719,0.163,127.986,280527
0.521,0.831,-3.184,0.0558,0.029,0.0,0.349,0.0868,127.962,195000
0.575,0.682,-8.681,0.032,0.0426,0.675,0.156,0.207,120.022,177001
0.607,0.868,-4.328,0.111,0.0226,7.71e-05,0.128,0.523,171.934,227000
0.42,0.891,-2.588,0.128,0.00598,0.0,0.367,0.219,169.996,271059
0.838,0.654,-6.255,0.0655,0.0564,0.00294,0.106,0.561,122.963,148625
0.591,0.839,-4.271,0.0417,0.00955,0.0,0.117,0.228,106.991,200748
0.757,0.794,-5.82,0.135,0.0497,0.00946,0.121,0.453,126.036,161905
0.441,0.725,-6.856,0.0488,0.144,0.141,0.144,0.0646,118.048,264676
0.588,0.79,-4.97,0.0543,0.0432,0.0,0.232,0.497,123.069,142066
0.552,0.74,-2.335,0.124,0.074,0.0,0.113,0.601,97.049,193918
0.574,0.955,-4.929,0.0385,0.00893,0.016,0.23,0.148,120.037,199000
0.504,0.498,-8.43,0.0325,0.166,0.875,0.195,0.0372,144.024,225418
0.598,0.827,-6.381,0.0262,0.000556,0.268,0.0967,0.484,128.004,239735
0.738,0.926,-6.089,0.0992,0.0124,0.0144,0.1,0.419,125.033,205560
0.641,0.895,-3.76,0.168,0.0256,0.000299,0.292,0.397,125.031,186480
0.372,0.962,-3.882,0.162,0.00618,0.00326,0.324,0.0744,144.581,248276
0.735,0.593,-7.473,0.0885,0.731,0.178,0.135,0.475,160.07,161625
0.678,0.449,-9.379,0.0869,0.477,0.0,0.536,0.606,100.033,222096
0.436,0.976,-3.641,0.144,0.000516,0.00413,0.282,0.265,184.819,205135
0.438,0.716,-5.241,0.034,0.128,0.0,0.255,0.227,149.965,266400
0.885,0.615,-5.899,0.176,0.0837,0.00434,0.0782,0.433,124.11,186887
0.42,0.598,-7.962,0.0569,0.295,0.0,0.125,0.394,77.347,224687
0.664,0.781,-5.3,0.151,0.00575,0.0,0.139,0.343,127.919,150469
0.703,0.831,-5.651,0.0637,0.00189,0.118,0.207,0.29,132.001,194791
0.725,0.853,-4.607,0.176,0.00551,0.000739,0.0733,0.0871,89.98,141984
0.696,0.775,-5.982,0.0287,0.0122,0.06,0.114,0.284,125.014,248127
0.55,0.792,-4.78,0.0559,0.132,2.88e-06,0.21,0.526,125.977,137738
0.523,0.925,-6.135,0.0694,0.00055,0.0174,0.426,0.133,132.992,153765
0.53,0.952,-3.547,0.0451,0.00857,0.905,0.11,0.0529,132.022,236382
0.514,0.926,-3.188,0.0317,0.000845,0.0345,0.0891,0.556,151.921,179955
0.757,0.683,-5.624,0.183,0.00103,0.00653,0.455,0.585,127.962,176250
0.644,0.871,-4.501,0.0374,0.231,0.00014,0.193,0.79,139.979,181714
0.592,0.983,-3.429,0.084,0.000611,0.00764,0.175,0.375,131.967,179091
0.513,0.814,-8.018,0.0587,0.00886,0.00385,0.0888,0.612,174.964,187165
