danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.464,0.343,-14.062,0.0319,0.883,0.926,0.0952,0.667,147.379,280718
0.756,0.658,-3.291,0.0347,0.0969,6.83e-05,0.059,0.833,102.016,261735
0.798,0.893,-3.584,0.0716,0.0882,4.43e-05,0.0875,0.502,89.984,213885
0.259,0.8,-6.13,0.0552,0.00517,3.94e-05,0.326,0.291,164.781,225693
0.26,0.315,-9.887,0.0339,0.546,3.36e-05,0.115,0.0845,116.585,375853
0.545,0.771,-4.946,0.036,0.18,0.0,0.259,0.447,125.942,234707
0.704,0.958,-3.224,0.0598,0.188,0.0,0.104,0.704,112.05,234812
0.581,0.447,-8.412,0.0297,0.768,0.0,0.168,0.396,79.971,218920
0.433,0.615,-10.176,0.457,0.055,2.63e-06,0.669,0.352,78.72,188838
0.576,0.877,-4.804,0.228,0.129,0.0,0.082,0.771,171.923,172187
0.709,0.943,-2.564,0.0702,0.0515,0.0,0.12,0.963,119.977,203053
0.473,0.285,-11.677,0.0643,0.931,1.95e-05,0.645,0.257,86.075,285809
0.688,0.933,-2.655,0.0342,0.102,0.0,0.972,0.905,101.051,258981
0.76,0.655,-4.694,0.0491,0.00101,0.000485,0.13,0.331,87.008,216817
0.542,0.326,-8.437,0.0333,0.848,0.0,0.098,0.292,124.39,273786
0.739,0.782,-3.964,0.103,0.00549,1.5e-05,0.315,0.604,125.94,201590
0.465,0.847,-6.633,0.059,0.0176,0.00284,0.073,0.425,114.777,239733
0.455,0.617,-4.119,0.0674,0.614,2.58e-06,0.171,0.398,139.696,218857
0.438,0.423,-8.225,0.0362,0.537,0.0,0.14,0.142,135.321,223040
0.365,0.474,-5.604,0.031,0.494,0.0,0.107,0.223,139.456,270916
0.429,0.877,-3.338,0.0893,0.462,1.54e-05,0.271,0.873,167.909,330920
0.337,0.635,-5.555,0.0543,0.476,0.0,0.337,0.542,165.371,204827
0.5,0.315,-13.706,0.0389,0.922,0.84,0.114,0.588,156.044,279829
0.617,0.923,-5.59,0.0381,0.0277,0.00352,0.0806,0.622,133.989,235133
0.794,0.842,-5.333,0.0458,0.106,0.0,0.0784,0.774,121.985,185083
0.659,0.659,-6.623,0.0493,0.14,0.0,0.286,0.303,101.917,198425
0.57,0.962,-2.098,0.114,0.0165,0.0,0.35,0.727,130.928,235347
0.652,0.791,-4.033,0.0298,0.295,3.6e-05,0.335,0.566,122.051,227605
0.725,0.831,-3.499,0.0719,0.0046,0.0,0.0333,0.48,130.022,231627
0.757,0.871,-2.629,0.08,0.208,0.0,0.373,0.467,128.032,205389
0.447,0.565,-5.79,0.0362,0.371,0.0,0.139,0.2,135.779,255739
0.819,0.67,-4.626,0.188,0.0989,0.000469,0.297,0.75,94.047,201196
0.573,0.439,-7.632,0.0285,0.833,0.0,0.145,0.296,114.921,228037
0.363,0.747,-6.206,0.0358,1.27e-05,0.469,0.0888,0.853,145.919,166733
0.326,0.769,-2.67,0.106,0.521,0.0,0.0984,0.69,203.426,178416
0.628,0.872,-3.313,0.0333,0.403,0.0,0.159,0.414,133.948,205933
0.731,0.874,-2.472,0.101,0.0551,0.0,0.118,0.573,111.012,247819
0.613,0.368,-14.428,0.0366,0.951,0.912,0.138,0.781,144.713,176543
0.718,0.844,-4.032,0.0478,0.0498,0.0,0.59,0.509,118.061,230107
0.756,0.762,-6.146,0.0426,0.202,0.0,0.437,0.487,110.018,197835
0.649,0.734,-3.607,0.106,0.399,0.0,0.239,0.443,109.832,210730
0.525,0.726,-4.456,0.0317,0.567,0.0,0.3,0.391,127.994,269520
0.663,0.97,-4.108,0.0419,0.193,0.0,0.313,0.545,129.966,216197
0.657,0.775,-4.047,0.0359,0.388,1.58e-06,0.0961,0.741,122.814,173227
0.741,0.933,-2.625,0.0371,0.0126,0.0,0.125,0.934,129.979,224893
0.502,0.519,-6.412,0.0317,0.133,0.0,0.149,0.319,124.334,253562
0.741,0.841,-4.319,0.0483,0.036,0.0,0.296,0.771,119.958,230126
0.423,0.713,-5.436,0.0675,0.31,0.0,0.0737,0.526,78.791,270022
0.777,0.994,-2.347,0.0598,0.0782,0.000139,0.317,0.898,125.041,232733
0.797,0.407,-7.027,0.041,0.611,0.0,0.106,0.558,96.056,167628
0.345,0.437,-6.331,0.0428,0.786,4.32e-05,0.119,0.107,127.131,231840
0.405,0.297,-5.124,0.0299,0.655,0.0,0.162,0.209,97.002,234962
0.596,0.392,-6.775,0.0336,0.721,8.7e-06,0.0989,0.264,133.74,236917
0.568,0.411,-7.076,0.0455,0.847,0.0,0.124,0.202,121.551,223908
0.438,0.132,-17.909,0.0378,0.961,0.000359,0.105,0.173,125.617,211765
0.618,0.775,-3.931,0.0342,0.0927,0.0,0.13,0.436,114.016,224098
0.683,0.914,-2.161,0.0562,0.0773,0.0,0.258,0.708,109.995,187377
0.619,0.587,-4.631,0.0524,0.0461,0.0,0.0811,0.815,154.795,239465
0.745,0.875,-2.671,0.0498,0.195,0.0,0.104,0.812,123.951,209990
0.71,0.828,-4.573,0.0807,0.588,0.0,0.682,0.658,94.976,191896
0.665,0.88,-3.782,0.0391,0.0883,0.0,0.0408,0.665,99.017,173710
0.699,0.85,-4.306,0.161,0.00834,0.0,0.0625,0.721,106.044,222284
0.404,0.52,-5.112,0.032,0.135,0.0,0.094,0.148,139.829,387396
0.777,0.845,-8.789,0.111,0.624,2.56e-06,0.353,0.935,92.478,198035
0.755,0.821,-6.319,0.189,0.383,0.0,0.274,0.895,108.117,181159
0.537,0.413,-6.586,0.0343,0.707,0.0,0.107,0.258,135.895,273410
0.723,0.519,-6.219,0.0356,0.577,0.0,0.122,0.401,95.005,188082
0.787,0.391,-5.39,0.0329,0.718,1.16e-06,0.184,0.597,121.945,241078
0.262,0.842,-7.382,0.065,0.01,0.071,0.0697,0.435,144.005,201120
0.603,0.814,-5.33,0.059,0.459,6.67e-06,0.361,0.407,159.182,195400
0.463,0.864,-1.314,0.0639,0.231,0.0,0.178,0.549,187.773,218686
0.702,0.616,-6.167,0.0488,0.39,0.0,0.107,0.502,109.956,201348
0.735,0.878,-2.161,0.0444,0.0777,0.0,0.307,0.88,122.028,184546
0.714,0.921,-2.697,0.151,0.1,0.0,0.098,0.437,107.041,190733
0.302,0.792,-8.109,0.0506,0.255,0.863,0.365,0.672,128.001,155559
0.709,0.782,-5.968,0.109,0.328,0.0,0.0794,0.57,109.958,262480
0.591,0.506,-7.296,0.0598,0.469,0.0,0.159,0.518,129.379,279733
0.389,0.228,-9.662,0.0295,0.778,5.97e-05,0.101,0.165,97.838,257628
0.606,0.787,-4.914,0.106,0.433,0.0,0.49,0.577,139.909,238367
0.491,0.83,-6.069,0.228,0.112,0.0,0.712,0.302,139.998,305981
0.606,0.343,-9.408,0.0282,0.42,6.67e-06,0.118,0.304,113.957,233387
0.353,0.579,-10.482,0.039,0.0704,0.36,0.112,0.713,160.467,201561
0.683,0.759,-3.997,0.0374,0.402,0.0,0.0924,0.725,136.035,223612
0.603,0.911,-3.896,0.0574,0.222,0.0,0.278,0.413,137.86,244627
0.526,0.833,-3.09,0.0487,0.116,0.0,0.0839,0.254,80.054,221297
0.588,0.971,-3.661,0.129,0.00167,0.000195,0.851,0.244,89.924,266587
0.654,0.846,-4.243,0.059,0.112,0.0,0.804,0.717,122.061,232387
0.679,0.816,-6.913,0.0302,0.000593,0.704,0.033,0.642,128.812,280533
0.401,0.907,-5.553,0.125,0.242,1.56e-06,0.197,0.667,174.037,267227
0.514,0.391,-6.571,0.029,0.517,1.71e-05,0.108,0.312,129.668,207203
0.544,0.406,-7.366,0.0296,0.718,0.0,0.29,0.246,121.189,292209
0.484,0.665,-4.395,0.223,0.256,0.0,0.61,0.681,199.466,248684
0.277,0.254,-11.893,0.0317,0.75,0.0137,0.0988,0.0938,68.577,291595
0.841,0.641,-5.452,0.0381,0.324,1.4e-05,0.087,0.833,128.106,217020
0.368,0.501,-6.409,0.0315,0.767,0.0,0.793,0.257,139.773,272337
0.572,0.919,-4.808,0.0433,0.00128,0.0,0.0649,0.572,115.98,300040
0.611,0.46,-6.226,0.029,0.528,1.78e-06,0.0966,0.129,117.913,225946
0.65,0.967,-2.969,0.188,0.0743,0.0,0.0581,0.688,89.961,212689
0.658,0.932,-3.091,0.0743,0.0526,0.0,0.41,0.784,121.97,193558
0.705,0.637,-5.997,0.163,0.322,0.0,0.138,0.619,76.523,229564
0.652,0.799,-4.69,0.0444,0.521,0.0,0.16,0.734,130.02,224107
0.442,0.313,-13.397,0.0285,0.0827,0.0,0.109,0.126,126.645,277507
0.629,0.763,-3.433,0.0609,0.0309,0.000302,0.111,0.779,182.106,199529
0.573,0.479,-11.061,0.0377,0.675,5.74e-05,0.101,0.336,75.028,452598
0.325,0.381,-6.724,0.031,0.692,3.26e-05,0.133,0.115,127.33,299825
0.715,0.512,-4.778,0.0328,0.0492,0.0,0.14,0.656,119.907,214832
0.508,0.404,-12.807,0.0324,0.849,0.89,0.152,0.766,93.594,318407
0.423,0.728,-5.046,0.0424,0.563,0.773,0.111,0.331,110.402,1058080
0.73,0.794,-8.326,0.0543,0.0512,0.294,0.123,0.602,124.01,374346
0.69,0.839,-2.444,0.0342,0.318,1.62e-06,0.124,0.678,106.006,225575
0.574,0.688,-4.644,0.0636,0.435,0.0,0.189,0.527,171.942,221091
0.579,0.615,-4.715,0.0263,0.653,0.0,0.161,0.234,79.012,238355
0.668,0.899,-3.179,0.0383,0.0526,0.0,0.366,0.694,133.978,181720
0.623,0.96,-3.43,0.146,0.303,0.0,0.413,0.371,109.05,202769
0.482,0.683,-4.684,0.0359,0.423,0.0,0.126,0.173,139.856,293880
0.758,0.752,-3.114,0.0336,0.0507,0.0,0.033,0.771,129.988,268747
0.596,0.836,-4.84,0.0346,0.00894,4.21e-05,0.127,0.526,136.959,189915
0.795,0.861,-2.848,0.0445,0.0484,0.0,0.362,0.759,107.013,192792
0.552,0.553,-8.131,0.0305,0.645,0.0,0.164,0.318,117.89,265322
0.77,0.638,-4.183,0.032,0.324,8.63e-06,0.0874,0.896,103.999,224907
0.397,0.527,-9.498,0.0363,0.677,0.0,0.933,0.531,80.08,163565
0.858,0.723,-3.441,0.0523,0.0979,0.0,0.0655,0.652,120.05,215980
0.571,0.761,-5.326,0.101,0.192,0.0,0.627,0.633,87.867,183188
0.603,0.52,-5.357,0.0354,0.712,0.0,0.145,0.345,85.632,241040
0.405,0.446,-6.304,0.0383,0.816,0.0,0.0991,0.118,139.434,244368
0.384,0.476,-5.744,0.033,0.82,0.0,0.126,0.271,135.723,239744
0.684,0.469,-7.796,0.0271,0.708,1.89e-05,0.0656,0.141,113.022,292384
0.374,0.561,-5.75,0.0384,0.499,0.0,0.113,0.201,185.679,229712
0.638,0.657,-5.952,0.115,0.276,0.0,0.0982,0.648,90.884,199915
0.697,0.861,-3.271,0.0594,0.0459,0.0,0.0823,0.66,119.918,215552
0.747,0.479,-5.764,0.0621,0.576,0.0,0.177,0.712,119.852,201453
0.252,0.312,-8.968,0.0321,0.654,0.000117,0.149,0.143,63.884,231983
0.626,0.846,-5.281,0.136,0.0588,0.0,0.0715,0.812,147.996,227600
0.526,0.497,-4.476,0.0266,0.543,0.0,0.135,0.273,129.847,208248
0.52,0.832,-5.145,0.142,0.6,0.0,0.12,0.418,171.681,217108
0.635,0.808,-4.494,0.0533,0.0148,0.0,0.385,0.371,127.973,234067
0.66,0.935,-2.507,0.0431,0.0562,0.0,0.382,0.831,129.924,218093
0.717,0.94,-2.209,0.0569,0.0835,0.0,0.357,0.918,113.968,192484
0.674,0.828,-4.233,0.0367,0.0178,0.0,0.306,0.669,134.995,208640
0.731,0.911,-3.085,0.154,0.359,1.26e-06,0.353,0.743,89.897,220980
0.698,0.808,-3.021,0.0458,0.0183,0.0,0.776,0.637,98.038,194540
0.69,0.758,-4.859,0.156,0.633,0.0,0.141,0.593,92.932,224772
0.608,0.868,-4.311,0.285,0.00838,0.0,0.3,0.576,90.117,179614
0.744,0.84,-2.814,0.194,0.423,0.0,0.108,0.596,117.041,196128
0.862,0.921,-5.161,0.228,0.0326,0.0,0.0692,0.672,125.049,192675
0.604,0.589,-5.929,0.0279,0.614,3.17e-05,0.0886,0.477,97.075,157786
0.716,0.785,-4.572,0.196,0.00528,0.0,0.368,0.868,128.183,75186
0.651,0.434,-6.323,0.0436,0.774,0.0,0.149,0.312,126.004,257120
0.568,0.414,-9.017,0.0347,0.473,0.016,0.137,0.122,87.011,229320
0.767,0.512,-7.588,0.0323,0.209,0.0,0.0748,0.775,100.03,202467
0.82,0.637,-6.34,0.109,0.476,0.0,0.0652,0.841,92.914,222680
0.834,0.725,-3.569,0.0947,0.203,0.0,0.109,0.735,82.026,193404
0.777,0.594,-8.941,0.028,0.272,3.11e-05,0.0977,0.695,135.923,281760
0.757,0.834,-4.308,0.0299,0.124,0.0,0.147,0.885,104.006,206387
0.639,0.754,-5.672,0.0363,0.174,0.0,0.738,0.499,121.982,267733
0.61,0.821,-5.085,0.0562,0.0575,0.0,0.165,0.246,107.03,224279
0.703,0.919,-3.702,0.139,0.211,0.0,0.172,0.448,128.007,202605
0.639,0.761,-5.115,0.0399,0.475,0.0,0.204,0.501,92.989,220773
0.56,0.618,-7.083,0.0397,0.157,0.0,0.248,0.788,149.708,214426
0.773,0.631,-7.111,0.0802,0.00624,4.58e-05,0.0394,0.552,94.002,199965
0.609,0.503,-5.799,0.0366,0.589,0.0,0.329,0.602,135.995,172751
0.476,0.172,-13.005,0.0312,0.975,0.000731,0.111,0.288,107.991,230267
0.695,0.877,-3.934,0.0893,0.253,0.0,0.14,0.799,107.075,230840
0.768,0.455,-7.119,0.126,0.637,0.0,0.105,0.425,72.518,286345
0.365,0.386,-7.951,0.0337,0.815,0.0,0.0872,0.241,139.981,243324
0.763,0.88,-1.21,0.0361,0.00402,0.000658,0.338,0.667,122.991,216781
0.696,0.961,-3.076,0.1,0.072,0.0,0.293,0.689,110.014,206115
0.663,0.936,-2.595,0.171,0.191,0.0,0.167,0.431,126.948,229489
0.429,0.406,-9.386,0.0344,0.614,0.0,0.132,0.129,74.067,223921
0.635,0.678,-4.08,0.0315,0.54,1.24e-06,0.107,0.737,92.043,191349
0.459,0.501,-6.267,0.0317,0.461,1.08e-05,0.299,0.173,75.988,218686
0.526,0.488,-7.031,0.0384,0.471,0.0,0.108,0.37,129.729,235146
0.32,0.627,-3.977,0.0326,0.158,3.51e-06,0.193,0.502,179.668,247095
0.487,0.256,-17.977,0.0306,0.191,1.94e-05,0.161,0.37,124.258,267333
0.727,0.75,-5.592,0.0301,0.51,0.0,0.328,0.875,119.996,236347
0.279,0.587,-6.286,0.0444,0.176,2.45e-06,0.702,0.165,146.587,331493
0.622,0.472,-11.307,0.0371,0.361,0.354,0.162,0.282,143.983,319840
0.719,0.842,-2.617,0.104,0.241,0.0,0.142,0.76,92.01,235499
0.729,0.915,-4.476,0.0608,0.0913,1.17e-06,0.822,0.513,124.969,210773
0.757,0.93,-1.587,0.0476,0.428,0.0,0.0952,0.816,123.989,186832
0.314,0.576,-8.263,0.048,0.553,9.91e-05,0.189,0.409,88.782,262907
0.672,0.446,-7.315,0.041,0.65,1.9e-06,0.137,0.604,100.039,157259
0.286,0.257,-11.706,0.0301,0.834,3.6e-05,0.126,0.161,93.27,255636
0.511,0.665,-5.338,0.152,0.391,4.65e-06,0.199,0.636,168.096,236027
0.335,0.404,-6.951,0.0342,0.595,0.0,0.104,0.137,132.022,246395
0.482,0.43,-7.109,0.0378,0.765,0.0,0.318,0.453,126.046,224377
0.533,0.909,-4.47,0.0982,0.509,1.09e-05,0.185,0.931,172.661,92973
0.585,0.897,-4.683,0.355,0.179,0.0,0.102,0.649,170.089,274450
0.682,0.846,-5.266,0.28,0.0179,4.09e-05,0.3,0.807,120.195,218569
0.771,0.973,-2.021,0.049,0.0627,4.97e-06,0.192,0.705,118.989,251213
0.685,0.911,-5.072,0.0443,0.239,1.17e-06,0.0888,0.624,129.692,200667
0.455,0.325,-8.318,0.0317,0.863,0.000935,0.0857,0.257,141.724,249000
0.664,0.558,-6.014,0.345,0.352,0.0,0.233,0.513,77.046,244675
0.626,0.93,-3.955,0.0737,0.0034,0.0,0.325,0.714,144.992,185078
0.779,0.716,-6.943,0.31,0.131,0.0,0.142,0.697,87.963,250436
0.706,0.955,-2.32,0.163,0.159,0.0,0.717,0.772,120.064,203106
0.71,0.845,-2.487,0.057,0.0296,0.0,0.192,0.903,136.965,200127
0.786,0.673,-4.635,0.0359,0.367,0.0,0.495,0.821,100.054,214601
0.709,0.711,-4.936,0.0583,0.489,0.0,0.112,0.71,112.97,210653
0.683,0.857,-3.216,0.0551,0.00185,0.0,0.273,0.453,103.045,159313
0.704,0.855,-3.339,0.158,0.027,0.0,0.0259,0.734,111.996,199293
0.632,0.973,-1.524,0.172,0.0689,0.0,0.23,0.551,133.895,204400
0.657,0.858,-2.166,0.0543,0.0143,0.0,0.132,0.946,123.014,225320
0.716,0.634,-6.767,0.0373,0.546,3.35e-06,0.14,0.717,107.035,196049
0.762,0.87,-6.647,0.0724,0.0301,5.84e-06,0.607,0.782,102.069,193333
0.505,0.807,-5.052,0.172,0.269,3.73e-06,0.105,0.383,169.744,219977
0.438,0.326,-8.836,0.0344,0.667,0.0,0.135,0.131,130.299,242867
0.787,0.615,-6.212,0.0328,0.502,0.0,0.101,0.779,105.015,214390
0.635,0.6,-5.999,0.0447,0.527,0.0,0.279,0.339,94.076,205767
0.657,0.79,-4.059,0.102,0.138,0.0,0.0603,0.601,130.032,243337
0.398,0.349,-6.653,0.0271,0.67,0.0,0.0985,0.224,171.964,249040
0.694,0.478,-5.522,0.076,0.298,0.0,0.0965,0.63,86.071,231013
0.742,0.649,-7.538,0.0456,0.359,2.55e-06,0.165,0.39,119.935,281748
0.56,0.415,-6.103,0.032,0.67,0.0,0.175,0.299,148.046,267000
0.321,0.193,-9.283,0.0343,0.92,9.01e-06,0.171,0.238,119.395,197776
0.7,0.709,-6.657,0.0637,0.0182,2.12e-06,0.118,0.566,129.959,250977
0.546,0.442,-6.541,0.0248,0.442,0.0,0.184,0.325,76.473,278747
0.806,0.746,-2.585,0.0603,0.138,0.0,0.206,0.965,117.967,167347
0.671,0.876,-4.656,0.0649,0.006,0.0,0.374,0.712,126.979,236385
0.531,0.868,-3.132,0.103,0.097,0.0,0.958,0.951,173.772,193640
0.731,0.802,-2.544,0.0705,0.0636,0.0,0.0531,0.787,124.947,213291
0.691,0.971,-1.111,0.258,0.0654,0.0,0.27,0.509,109.854,211871
0.603,0.918,-4.271,0.0989,0.00628,0.0,0.832,0.231,107.022,245187
0.582,0.912,-3.916,0.0405,0.0624,0.0101,0.16,0.511,107.961,219305
0.478,0.507,-6.78,0.0347,0.619,0.0,0.136,0.374,169.855,261303
0.679,0.879,-4.01,0.0556,0.0404,0.0,0.296,0.616,116.978,233907
0.839,0.834,-5.665,0.0997,0.187,5.03e-06,0.204,0.294,120.013,235044
0.71,0.951,-3.499,0.0554,0.00798,1.19e-06,0.192,0.883,127.987,239173
0.749,0.67,-5.411,0.0971,0.249,0.0,0.112,0.709,89.966,216451
0.76,0.651,-3.551,0.0416,0.674,0.0,0.631,0.828,111.038,195238
0.679,0.938,-4.891,0.0646,0.0262,6.34e-06,0.959,0.46,115.01,334974
0.616,0.867,-4.867,0.125,0.0244,0.0,0.0397,0.864,168.925,235740
0.323,0.319,-11.361,0.0345,0.66,2.54e-06,0.475,0.141,124.349,249965
0.338,0.564,-5.373,0.0329,0.431,0.0,0.092,0.263,139.013,215316
0.439,0.463,-6.551,0.0329,0.687,1.42e-06,0.122,0.269,141.949,318546
0.302,0.551,-8.87,0.0306,0.0171,0.0361,0.111,0.282,96.807,261747
0.861,0.871,-4.757,0.36,0.17,0.0,0.314,0.826,132.045,293002
0.371,0.634,-6.93,0.171,0.39,0.0,0.127,0.184,175.768,221918
0.723,0.371,-8.556,0.0608,0.731,4.72e-06,0.108,0.326,123.826,165460
0.388,0.365,-8.16,0.0327,0.77,0.0,0.123,0.165,136.013,209633
0.429,0.544,-5.058,0.0295,0.569,0.0,0.116,0.209,127.787,211849
0.432,0.809,-4.214,0.0907,0.521,0.0,0.236,0.47,71.594,223843
0.463,0.384,-6.564,0.0313,0.593,0.0,0.138,0.187,73.978,279683
0.588,0.645,-6.39,0.0558,0.733,0.0,0.108,0.606,159.683,269813
0.417,0.168,-14.169,0.0282,0.896,0.000666,0.178,0.235,150.303,200614
0.587,0.917,-3.428,0.0584,0.000808,0.34,0.673,0.811,110.015,257920
0.732,0.902,-4.457,0.135,0.0474,0.0,0.185,0.818,134.998,206434
0.672,0.905,-2.876,0.139,0.347,0.0,0.549,0.851,175.982,190171
0.685,0.771,-2.047,0.0265,0.547,0.0,0.455,0.406,94.966,206076
0.62,0.951,-3.231,0.106,0.0259,0.0,0.795,0.357,110.039,219973
0.546,0.942,-2.731,0.0885,0.0152,0.0,0.664,0.331,133.928,217130
0.711,0.906,-2.52,0.0784,0.151,0.0,0.204,0.939,123.0,205740
0.649,0.786,-3.991,0.052,0.0975,0.0,0.449,0.641,126.051,232072
0.559,0.91,-3.176,0.131,0.139,0.0,0.329,0.876,95.977,191040
0.799,0.847,-3.521,0.0627,0.00902,0.0,0.149,0.969,120.071,196415
0.61,0.846,-2.641,0.0555,0.173,0.0,0.353,0.527,136.911,204273
0.68,0.985,-0.47,0.177,0.0546,0.0228,0.115,0.67,154.942,241376
0.412,0.81,-3.402,0.158,0.364,0.0,0.236,0.352,186.04,252759
0.602,0.556,-7.432,0.0409,0.816,1.24e-05,0.156,0.485,115.033,257307
0.617,0.825,-4.78,0.0423,0.245,0.000868,0.0897,0.706,119.979,189280
0.684,0.81,-4.359,0.142,0.35,0.0,0.0979,0.731,76.03,218933
0.553,0.585,-5.89,0.0267,0.00973,2.45e-05,0.109,0.228,93.958,291639
0.82,0.867,-4.185,0.13,0.261,0.0,0.585,0.78,115.001,210636
0.468,0.471,-7.922,0.0287,0.747,0.00182,0.0898,0.107,132.062,234000
0.617,0.872,-3.582,0.0421,0.217,0.0,0.304,0.707,137.009,200013
0.564,0.982,-1.992,0.0455,0.0386,0.844,0.129,0.868,128.008,184040
0.798,0.82,-5.037,0.0374,0.319,0.0353,0.136,0.598,116.038,220548
0.433,0.542,-4.693,0.387,0.706,0.0,0.168,0.619,76.979,350649
0.446,0.624,-3.897,0.0294,0.637,0.0,0.13,0.274,71.529,223007
0.631,0.91,-4.633,0.0883,0.201,0.0,0.114,0.917,152.033,204750
0.586,0.859,-1.984,0.0972,0.318,0.0,0.184,0.546,96.995,226861
0.508,0.514,-3.449,0.0315,0.545,4.38e-05,0.128,0.136,133.769,218854
0.653,0.717,-5.944,0.0378,0.251,0.244,0.198,0.409,115.03,191010
0.685,0.409,-7.101,0.026,0.454,0.0,0.138,0.611,109.865,221653
0.564,0.522,-6.939,0.0315,0.393,0.0,0.239,0.214,127.91,246727
0.682,0.898,-2.67,0.0362,0.146,0.0,0.222,0.766,117.96,240360
0.605,0.668,-7.396,0.0519,0.116,0.0652,0.0954,0.818,115.171,66597
0.637,0.904,-3.019,0.0604,0.084,0.0,0.159,0.784,125.018,195272
0.728,0.517,-6.595,0.051,0.317,0.0,0.098,0.571,139.979,235694
0.651,0.938,-3.134,0.102,0.00195,0.0,0.88,0.726,125.987,225633
0.397,0.94,-3.991,0.182,0.0439,4.43e-06,0.824,0.598,82.062,208147
0.545,0.98,-1.216,0.101,0.00781,0.0,0.927,0.344,96.011,105320
0.624,0.948,-3.178,0.112,0.116,0.0,0.42,0.603,100.0,199027
0.61,0.587,-4.633,0.0548,0.0458,0.0,0.0811,0.819,154.758,239465
0.493,0.485,-4.659,0.0253,0.365,4.84e-06,0.0874,0.212,133.943,237828
0.575,0.67,-5.498,0.0957,0.064,0.0,0.13,0.493,170.017,225885
0.551,0.672,-4.868,0.0305,0.179,0.0,0.0638,0.363,79.952,220632
0.712,0.783,-4.136,0.0593,0.0974,0.0,0.566,0.594,89.984,329418
0.678,0.712,-4.137,0.0369,0.128,0.0,0.248,0.443,143.071,179017
0.708,0.85,-3.772,0.0389,0.0018,1.42e-05,0.0475,0.596,130.032,259866
0.522,0.333,-16.225,0.0291,0.815,0.224,0.38,0.164,78.009,250890
0.66,0.627,-5.55,0.0475,0.439,0.0,0.151,0.42,85.978,276972
0.794,0.734,-3.678,0.038,0.15,0.0,0.0383,0.875,108.026,240484
0.802,0.967,-3.515,0.0653,0.152,0.0,0.234,0.707,114.006,216227
0.808,0.929,-4.441,0.0384,0.0319,0.0,0.229,0.891,117.967,260653
0.764,0.778,-5.291,0.273,0.0464,0.0,0.0872,0.493,126.992,326107
0.508,0.717,-5.597,0.0631,0.66,0.0,0.121,0.278,139.943,214324
0.321,0.568,-6.669,0.0333,0.112,0.0,0.682,0.14,138.224,217523
0.531,0.707,-4.775,0.0841,0.64,0.0,0.199,0.359,81.951,224181
0.525,0.489,-9.194,0.21,0.0811,1.81e-06,0.137,0.421,85.865,229947
0.791,0.934,-3.754,0.072,0.0396,0.0,0.653,0.836,125.888,238627
0.376,0.475,-8.208,0.0316,0.757,6.78e-05,0.199,0.109,80.909,316440
0.547,0.884,-2.853,0.0747,0.44,0.0,0.096,0.592,88.054,204947
0.642,0.506,-6.401,0.0277,0.579,0.0,0.0964,0.67,112.092,303572
0.315,0.359,-6.596,0.0323,0.553,3.27e-05,0.32,0.147,117.895,356836
0.507,0.514,-6.48,0.0363,0.817,0.0,0.173,0.232,138.188,215197
0.461,0.457,-7.993,0.0278,0.656,0.000153,0.852,0.271,141.78,275966
0.771,0.588,-6.857,0.0373,0.557,0.0,0.351,0.452,103.99,263164
0.757,0.618,-4.962,0.0298,0.243,0.0,0.179,0.415,105.04,186273
0.692,0.575,-5.462,0.0313,0.161,0.0,0.321,0.474,100.017,136493
0.309,0.552,-5.893,0.0327,0.445,0.0,0.457,0.456,139.752,231907
0.438,0.476,-6.541,0.0294,0.534,0.0,0.117,0.171,127.781,271070
0.85,0.291,-10.083,0.0545,0.553,0.0371,0.0432,0.548,98.007,270760
0.692,0.827,-4.325,0.1,0.0643,0.0,0.588,0.678,128.006,64324
0.734,0.973,-2.631,0.0393,0.0182,0.00461,0.666,0.711,126.965,225387
0.674,0.775,-4.341,0.044,0.234,0.0,0.343,0.611,155.895,234473
0.585,0.859,-3.611,0.0773,0.0285,0.0,0.147,0.619,139.991,207329
0.772,0.779,-3.932,0.13,0.101,0.0,0.102,0.801,91.987,220291
0.655,0.797,-5.45,0.0755,0.0885,0.0,0.911,0.621,115.998,303373
0.673,0.859,-2.658,0.0666,8.19e-05,1.17e-06,0.296,0.317,89.973,88320
0.657,0.834,-3.913,0.054,0.185,0.0,0.255,0.479,92.831,222181
0.679,0.882,-4.007,0.0716,0.303,0.0,0.948,0.726,97.974,192747
0.572,0.653,-5.336,0.0332,0.273,0.0,0.113,0.224,76.848,237856
0.501,0.885,-4.863,0.0707,0.185,0.0,0.447,0.571,84.035,182173
0.752,0.478,-6.035,0.0316,0.53,0.0,0.0676,0.763,99.96,209195
0.64,0.652,-6.231,0.114,0.415,6.26e-06,0.106,0.445,74.986,234091
0.676,0.902,-3.59,0.0448,0.0551,0.0,0.256,0.708,125.97,202507
0.695,0.93,-4.412,0.114,0.228,0.0,0.942,0.66,101.069,199038
0.784,0.682,-5.094,0.0373,0.284,0.000509,0.071,0.689,133.736,198707
0.496,0.963,-2.961,0.0303,0.0462,0.000232,0.0961,0.961,134.977,257693
0.779,0.639,-5.549,0.0908,0.0686,1.4e-06,0.0705,0.836,176.021,257869
0.801,0.485,-9.801,0.0295,0.618,1.05e-05,0.202,0.645,109.99,280053
